"","group","Pig","Tissue","Day","Treatment","Genus","value","All","value2"
"11214","SRD129_P132_N_D21",132,"N","D21","BB","Lachnospiraceae_AC2044_group",0,"D21_BB",0
"11215","SRD129_P132_N_D28",132,"N","D28","BB","Lachnospiraceae_AC2044_group",0,"D28_BB",0
"11216","SRD129_P132_N_D3",132,"N","D3","BB","Lachnospiraceae_AC2044_group",0,"D3_BB",0
"11217","SRD129_P132_N_D36",132,"N","D36","BB","Lachnospiraceae_AC2044_group",0,"D36_BB",0
"11218","SRD129_P132_N_D42",132,"N","D42","BB","Lachnospiraceae_AC2044_group",0.00100351229302559,"D42_BB",0.0100351229302559
"11219","SRD129_P132_N_D7",132,"N","D7","BB","Lachnospiraceae_AC2044_group",0,"D7_BB",0
"11220","SRD129_P133_N_D0",133,"N","D0","BB","Lachnospiraceae_AC2044_group",0,"D0_BB",0
"11221","SRD129_P133_N_D1",133,"N","D1","BB","Lachnospiraceae_AC2044_group",0,"D1_BB",0
"11222","SRD129_P133_N_D10",133,"N","D10","BB","Lachnospiraceae_AC2044_group",0,"D10_BB",0
"11223","SRD129_P133_N_D14",133,"N","D14","BB","Lachnospiraceae_AC2044_group",0,"D14_BB",0
"11224","SRD129_P133_N_D21",133,"N","D21","BB","Lachnospiraceae_AC2044_group",0,"D21_BB",0
"11225","SRD129_P133_N_D28",133,"N","D28","BB","Lachnospiraceae_AC2044_group",0,"D28_BB",0
"11226","SRD129_P133_N_D3",133,"N","D3","BB","Lachnospiraceae_AC2044_group",0,"D3_BB",0
"11227","SRD129_P133_N_D36",133,"N","D36","BB","Lachnospiraceae_AC2044_group",0,"D36_BB",0
"11228","SRD129_P133_N_D42",133,"N","D42","BB","Lachnospiraceae_AC2044_group",0,"D42_BB",0
"11229","SRD129_P134_N_D0",134,"N","D0","BB","Lachnospiraceae_AC2044_group",0,"D0_BB",0
"11230","SRD129_P134_N_D1",134,"N","D1","BB","Lachnospiraceae_AC2044_group",0,"D1_BB",0
"11231","SRD129_P134_N_D10",134,"N","D10","BB","Lachnospiraceae_AC2044_group",0,"D10_BB",0
"11232","SRD129_P134_N_D14",134,"N","D14","BB","Lachnospiraceae_AC2044_group",0,"D14_BB",0
"11233","SRD129_P134_N_D21",134,"N","D21","BB","Lachnospiraceae_AC2044_group",0,"D21_BB",0
"11234","SRD129_P134_N_D28",134,"N","D28","BB","Lachnospiraceae_AC2044_group",0,"D28_BB",0
"11235","SRD129_P134_N_D3",134,"N","D3","BB","Lachnospiraceae_AC2044_group",0,"D3_BB",0
"11236","SRD129_P134_N_D36",134,"N","D36","BB","Lachnospiraceae_AC2044_group",0,"D36_BB",0
"11237","SRD129_P134_N_D42",134,"N","D42","BB","Lachnospiraceae_AC2044_group",0,"D42_BB",0
"11238","SRD129_P135_N_D0",135,"N","D0","BB","Lachnospiraceae_AC2044_group",0,"D0_BB",0
"11239","SRD129_P135_N_D1",135,"N","D1","BB","Lachnospiraceae_AC2044_group",0,"D1_BB",0
"11240","SRD129_P135_N_D10",135,"N","D10","BB","Lachnospiraceae_AC2044_group",0,"D10_BB",0
"11241","SRD129_P135_N_D14",135,"N","D14","BB","Lachnospiraceae_AC2044_group",0,"D14_BB",0
"11242","SRD129_P135_N_D21",135,"N","D21","BB","Lachnospiraceae_AC2044_group",0,"D21_BB",0
"11243","SRD129_P135_N_D28",135,"N","D28","BB","Lachnospiraceae_AC2044_group",0,"D28_BB",0
"11244","SRD129_P135_N_D3",135,"N","D3","BB","Lachnospiraceae_AC2044_group",0,"D3_BB",0
"11245","SRD129_P135_N_D36",135,"N","D36","BB","Lachnospiraceae_AC2044_group",0,"D36_BB",0
"11246","SRD129_P135_N_D42",135,"N","D42","BB","Lachnospiraceae_AC2044_group",0,"D42_BB",0
"11247","SRD129_P135_N_D7",135,"N","D7","BB","Lachnospiraceae_AC2044_group",0,"D7_BB",0
"11248","SRD129_P136_N_D0",136,"N","D0","BB","Lachnospiraceae_AC2044_group",0,"D0_BB",0
"11249","SRD129_P136_N_D1",136,"N","D1","BB","Lachnospiraceae_AC2044_group",0,"D1_BB",0
"11250","SRD129_P136_N_D10",136,"N","D10","BB","Lachnospiraceae_AC2044_group",0,"D10_BB",0
"11251","SRD129_P136_N_D14",136,"N","D14","BB","Lachnospiraceae_AC2044_group",0,"D14_BB",0
"11252","SRD129_P136_N_D21",136,"N","D21","BB","Lachnospiraceae_AC2044_group",0,"D21_BB",0
"11253","SRD129_P136_N_D28",136,"N","D28","BB","Lachnospiraceae_AC2044_group",0,"D28_BB",0
"11254","SRD129_P136_N_D3",136,"N","D3","BB","Lachnospiraceae_AC2044_group",0,"D3_BB",0
"11255","SRD129_P136_N_D36",136,"N","D36","BB","Lachnospiraceae_AC2044_group",0,"D36_BB",0
"11256","SRD129_P136_N_D42",136,"N","D42","BB","Lachnospiraceae_AC2044_group",0.00601202404809619,"D42_BB",0.0601202404809619
"11257","SRD129_P136_N_D7",136,"N","D7","BB","Lachnospiraceae_AC2044_group",0,"D7_BB",0
"11258","SRD129_P137_N_D0",137,"N","D0","BB","Lachnospiraceae_AC2044_group",0,"D0_BB",0
"11259","SRD129_P137_N_D1",137,"N","D1","BB","Lachnospiraceae_AC2044_group",0,"D1_BB",0
"11260","SRD129_P137_N_D10",137,"N","D10","BB","Lachnospiraceae_AC2044_group",0,"D10_BB",0
"11261","SRD129_P137_N_D14",137,"N","D14","BB","Lachnospiraceae_AC2044_group",0,"D14_BB",0
"11262","SRD129_P137_N_D21",137,"N","D21","BB","Lachnospiraceae_AC2044_group",0,"D21_BB",0
"11263","SRD129_P137_N_D28",137,"N","D28","BB","Lachnospiraceae_AC2044_group",0,"D28_BB",0
"11264","SRD129_P137_N_D3",137,"N","D3","BB","Lachnospiraceae_AC2044_group",0,"D3_BB",0
"11265","SRD129_P137_N_D36",137,"N","D36","BB","Lachnospiraceae_AC2044_group",0,"D36_BB",0
"11266","SRD129_P137_N_D42",137,"N","D42","BB","Lachnospiraceae_AC2044_group",0,"D42_BB",0
"11267","SRD129_P137_N_D7",137,"N","D7","BB","Lachnospiraceae_AC2044_group",0,"D7_BB",0
"11268","SRD129_P138_N_D0",138,"N","D0","BB","Lachnospiraceae_AC2044_group",0,"D0_BB",0
"11269","SRD129_P138_N_D1",138,"N","D1","BB","Lachnospiraceae_AC2044_group",0,"D1_BB",0
"11270","SRD129_P138_N_D10",138,"N","D10","BB","Lachnospiraceae_AC2044_group",0,"D10_BB",0
"11271","SRD129_P138_N_D14",138,"N","D14","BB","Lachnospiraceae_AC2044_group",0,"D14_BB",0
"11272","SRD129_P138_N_D21",138,"N","D21","BB","Lachnospiraceae_AC2044_group",0,"D21_BB",0
"11273","SRD129_P138_N_D28",138,"N","D28","BB","Lachnospiraceae_AC2044_group",0,"D28_BB",0
"11274","SRD129_P138_N_D36",138,"N","D36","BB","Lachnospiraceae_AC2044_group",0,"D36_BB",0
"11275","SRD129_P138_N_D42",138,"N","D42","BB","Lachnospiraceae_AC2044_group",0.004004004004004,"D42_BB",0.04004004004004
"11276","SRD129_P138_N_D7",138,"N","D7","BB","Lachnospiraceae_AC2044_group",0,"D7_BB",0
"11277","SRD129_P139_N_D0",139,"N","D0","BB","Lachnospiraceae_AC2044_group",0,"D0_BB",0
"11278","SRD129_P139_N_D1",139,"N","D1","BB","Lachnospiraceae_AC2044_group",0,"D1_BB",0
"11279","SRD129_P139_N_D10",139,"N","D10","BB","Lachnospiraceae_AC2044_group",0,"D10_BB",0
"11280","SRD129_P139_N_D14",139,"N","D14","BB","Lachnospiraceae_AC2044_group",0,"D14_BB",0
"11281","SRD129_P139_N_D21",139,"N","D21","BB","Lachnospiraceae_AC2044_group",0,"D21_BB",0
"11282","SRD129_P139_N_D28",139,"N","D28","BB","Lachnospiraceae_AC2044_group",0,"D28_BB",0
"11283","SRD129_P139_N_D3",139,"N","D3","BB","Lachnospiraceae_AC2044_group",5e-04,"D3_BB",0.00555555555555556
"11284","SRD129_P139_N_D36",139,"N","D36","BB","Lachnospiraceae_AC2044_group",0,"D36_BB",0
"11285","SRD129_P139_N_D42",139,"N","D42","BB","Lachnospiraceae_AC2044_group",0.00100654252642174,"D42_BB",0.0100654252642174
"11286","SRD129_P139_N_D7",139,"N","D7","BB","Lachnospiraceae_AC2044_group",0,"D7_BB",0
"11287","SRD129_P140_N_D0",140,"N","D0","BB","Lachnospiraceae_AC2044_group",0,"D0_BB",0
"11288","SRD129_P140_N_D1",140,"N","D1","BB","Lachnospiraceae_AC2044_group",0,"D1_BB",0
"11289","SRD129_P140_N_D10",140,"N","D10","BB","Lachnospiraceae_AC2044_group",0,"D10_BB",0
"11290","SRD129_P140_N_D14",140,"N","D14","BB","Lachnospiraceae_AC2044_group",0,"D14_BB",0
"11291","SRD129_P140_N_D21",140,"N","D21","BB","Lachnospiraceae_AC2044_group",0,"D21_BB",0
"11292","SRD129_P140_N_D28",140,"N","D28","BB","Lachnospiraceae_AC2044_group",0,"D28_BB",0
"11293","SRD129_P140_N_D3",140,"N","D3","BB","Lachnospiraceae_AC2044_group",0.0005005005005005,"D3_BB",0.00556111667222778
"11294","SRD129_P140_N_D36",140,"N","D36","BB","Lachnospiraceae_AC2044_group",0,"D36_BB",0
"11295","SRD129_P140_N_D42",140,"N","D42","BB","Lachnospiraceae_AC2044_group",0.00151515151515152,"D42_BB",0.0151515151515152
"11296","SRD129_P140_N_D7",140,"N","D7","BB","Lachnospiraceae_AC2044_group",0,"D7_BB",0
"11297","SRD129_P141_N_D0",141,"N","D0","BB","Lachnospiraceae_AC2044_group",0,"D0_BB",0
"11298","SRD129_P141_N_D1",141,"N","D1","BB","Lachnospiraceae_AC2044_group",0,"D1_BB",0
"11299","SRD129_P141_N_D10",141,"N","D10","BB","Lachnospiraceae_AC2044_group",0,"D10_BB",0
"11300","SRD129_P141_N_D14",141,"N","D14","BB","Lachnospiraceae_AC2044_group",0,"D14_BB",0
"11301","SRD129_P141_N_D21",141,"N","D21","BB","Lachnospiraceae_AC2044_group",0,"D21_BB",0
"11302","SRD129_P141_N_D28",141,"N","D28","BB","Lachnospiraceae_AC2044_group",0,"D28_BB",0
"11303","SRD129_P141_N_D3",141,"N","D3","BB","Lachnospiraceae_AC2044_group",0,"D3_BB",0
"11304","SRD129_P141_N_D36",141,"N","D36","BB","Lachnospiraceae_AC2044_group",0,"D36_BB",0
"11305","SRD129_P141_N_D42",141,"N","D42","BB","Lachnospiraceae_AC2044_group",0.000503524672708963,"D42_BB",0.00503524672708963
"11306","SRD129_P141_N_D7",141,"N","D7","BB","Lachnospiraceae_AC2044_group",0,"D7_BB",0
"11307","SRD129_P162_N_D0",162,"N","D0","Control","Lachnospiraceae_AC2044_group",0,"D0_Control",0
"11308","SRD129_P162_N_D1",162,"N","D1","Control","Lachnospiraceae_AC2044_group",0,"D1_Control",0
"11309","SRD129_P162_N_D10",162,"N","D10","Control","Lachnospiraceae_AC2044_group",0,"D10_Control",0
"11310","SRD129_P162_N_D14",162,"N","D14","Control","Lachnospiraceae_AC2044_group",0.0005005005005005,"D14_Control",0.005005005005005
"11311","SRD129_P162_N_D21",162,"N","D21","Control","Lachnospiraceae_AC2044_group",0.00050125313283208,"D21_Control",0.0050125313283208
"11312","SRD129_P162_N_D28",162,"N","D28","Control","Lachnospiraceae_AC2044_group",0.0045045045045045,"D28_Control",0.112612612612613
"11313","SRD129_P162_N_D3",162,"N","D3","Control","Lachnospiraceae_AC2044_group",0,"D3_Control",0
"11314","SRD129_P162_N_D36",162,"N","D36","Control","Lachnospiraceae_AC2044_group",0.0100401606425703,"D36_Control",0.100401606425703
"11315","SRD129_P162_N_D42",162,"N","D42","Control","Lachnospiraceae_AC2044_group",0.014521782674011,"D42_Control",0.14521782674011
"11316","SRD129_P162_N_D7",162,"N","D7","Control","Lachnospiraceae_AC2044_group",0,"D7_Control",0
"11317","SRD129_P163_N_D0",163,"N","D0","Control","Lachnospiraceae_AC2044_group",0.00100603621730382,"D0_Control",0.0100603621730382
"11318","SRD129_P163_N_D1",163,"N","D1","Control","Lachnospiraceae_AC2044_group",0,"D1_Control",0
"11319","SRD129_P163_N_D10",163,"N","D10","Control","Lachnospiraceae_AC2044_group",0,"D10_Control",0
"11320","SRD129_P163_N_D14",163,"N","D14","Control","Lachnospiraceae_AC2044_group",0,"D14_Control",0
"11321","SRD129_P163_N_D21",163,"N","D21","Control","Lachnospiraceae_AC2044_group",0,"D21_Control",0
"11322","SRD129_P163_N_D3",163,"N","D3","Control","Lachnospiraceae_AC2044_group",0,"D3_Control",0
"11323","SRD129_P163_N_D36",163,"N","D36","Control","Lachnospiraceae_AC2044_group",0.00150225338007011,"D36_Control",0.0150225338007011
"11324","SRD129_P163_N_D42",163,"N","D42","Control","Lachnospiraceae_AC2044_group",0.00650650650650651,"D42_Control",0.0650650650650651
"11325","SRD129_P163_N_D7",163,"N","D7","Control","Lachnospiraceae_AC2044_group",0,"D7_Control",0
"11326","SRD129_P164_N_D0",164,"N","D0","Control","Lachnospiraceae_AC2044_group",0.000500250125062531,"D0_Control",0.00500250125062531
"11327","SRD129_P164_N_D1",164,"N","D1","Control","Lachnospiraceae_AC2044_group",0,"D1_Control",0
"11328","SRD129_P164_N_D10",164,"N","D10","Control","Lachnospiraceae_AC2044_group",0,"D10_Control",0
"11329","SRD129_P164_N_D14",164,"N","D14","Control","Lachnospiraceae_AC2044_group",0,"D14_Control",0
"11330","SRD129_P164_N_D21",164,"N","D21","Control","Lachnospiraceae_AC2044_group",0.00150075037518759,"D21_Control",0.0150075037518759
"11331","SRD129_P164_N_D3",164,"N","D3","Control","Lachnospiraceae_AC2044_group",0,"D3_Control",0
"11332","SRD129_P164_N_D36",164,"N","D36","Control","Lachnospiraceae_AC2044_group",0.00200100050025012,"D36_Control",0.0200100050025013
"11333","SRD129_P164_N_D42",164,"N","D42","Control","Lachnospiraceae_AC2044_group",0.00500751126690035,"D42_Control",0.0500751126690035
"11334","SRD129_P164_N_D7",164,"N","D7","Control","Lachnospiraceae_AC2044_group",0,"D7_Control",0
"11335","SRD129_P165_N_D0",165,"N","D0","Control","Lachnospiraceae_AC2044_group",0,"D0_Control",0
"11336","SRD129_P165_N_D1",165,"N","D1","Control","Lachnospiraceae_AC2044_group",0,"D1_Control",0
"11337","SRD129_P165_N_D10",165,"N","D10","Control","Lachnospiraceae_AC2044_group",0,"D10_Control",0
"11338","SRD129_P165_N_D14",165,"N","D14","Control","Lachnospiraceae_AC2044_group",0,"D14_Control",0
"11339","SRD129_P165_N_D21",165,"N","D21","Control","Lachnospiraceae_AC2044_group",0,"D21_Control",0
"11340","SRD129_P165_N_D3",165,"N","D3","Control","Lachnospiraceae_AC2044_group",0,"D3_Control",0
"11341","SRD129_P165_N_D36",165,"N","D36","Control","Lachnospiraceae_AC2044_group",0.002,"D36_Control",0.02
"11342","SRD129_P165_N_D42",165,"N","D42","Control","Lachnospiraceae_AC2044_group",0.00701051577366049,"D42_Control",0.0701051577366049
"11343","SRD129_P165_N_D7",165,"N","D7","Control","Lachnospiraceae_AC2044_group",0,"D7_Control",0
"11344","SRD129_P166_N_D0",166,"N","D0","Control","Lachnospiraceae_AC2044_group",0,"D0_Control",0
"11345","SRD129_P166_N_D1",166,"N","D1","Control","Lachnospiraceae_AC2044_group",0,"D1_Control",0
"11346","SRD129_P166_N_D10",166,"N","D10","Control","Lachnospiraceae_AC2044_group",5e-04,"D10_Control",0.005
"11347","SRD129_P166_N_D14",166,"N","D14","Control","Lachnospiraceae_AC2044_group",0,"D14_Control",0
"11348","SRD129_P166_N_D21",166,"N","D21","Control","Lachnospiraceae_AC2044_group",0,"D21_Control",0
"11349","SRD129_P166_N_D3",166,"N","D3","Control","Lachnospiraceae_AC2044_group",0,"D3_Control",0
"11350","SRD129_P166_N_D36",166,"N","D36","Control","Lachnospiraceae_AC2044_group",0.004004004004004,"D36_Control",0.04004004004004
"11351","SRD129_P166_N_D42",166,"N","D42","Control","Lachnospiraceae_AC2044_group",0.00603015075376884,"D42_Control",0.0603015075376884
"11352","SRD129_P166_N_D7",166,"N","D7","Control","Lachnospiraceae_AC2044_group",0,"D7_Control",0
"11353","SRD129_P167_N_D0",167,"N","D0","Control","Lachnospiraceae_AC2044_group",0,"D0_Control",0
"11354","SRD129_P167_N_D1",167,"N","D1","Control","Lachnospiraceae_AC2044_group",0,"D1_Control",0
"11355","SRD129_P167_N_D10",167,"N","D10","Control","Lachnospiraceae_AC2044_group",0,"D10_Control",0
"11356","SRD129_P167_N_D14",167,"N","D14","Control","Lachnospiraceae_AC2044_group",0,"D14_Control",0
"11357","SRD129_P167_N_D21",167,"N","D21","Control","Lachnospiraceae_AC2044_group",0,"D21_Control",0
"11358","SRD129_P167_N_D3",167,"N","D3","Control","Lachnospiraceae_AC2044_group",0,"D3_Control",0
"11359","SRD129_P167_N_D36",167,"N","D36","Control","Lachnospiraceae_AC2044_group",0.002,"D36_Control",0.02
"11360","SRD129_P167_N_D42",167,"N","D42","Control","Lachnospiraceae_AC2044_group",0.0045,"D42_Control",0.045
"11361","SRD129_P167_N_D7",167,"N","D7","Control","Lachnospiraceae_AC2044_group",0,"D7_Control",0
"11362","SRD129_P168_N_D0",168,"N","D0","Control","Lachnospiraceae_AC2044_group",0.000502260170768458,"D0_Control",0.00502260170768458
"11363","SRD129_P168_N_D1",168,"N","D1","Control","Lachnospiraceae_AC2044_group",0.00050125313283208,"D1_Control",0.0050125313283208
"11364","SRD129_P168_N_D10",168,"N","D10","Control","Lachnospiraceae_AC2044_group",0,"D10_Control",0
"11365","SRD129_P168_N_D14",168,"N","D14","Control","Lachnospiraceae_AC2044_group",0,"D14_Control",0
"11366","SRD129_P168_N_D21",168,"N","D21","Control","Lachnospiraceae_AC2044_group",0,"D21_Control",0
"11367","SRD129_P168_N_D3",168,"N","D3","Control","Lachnospiraceae_AC2044_group",0,"D3_Control",0
"11368","SRD129_P168_N_D36",168,"N","D36","Control","Lachnospiraceae_AC2044_group",0.00802809834420472,"D36_Control",0.0802809834420471
"11369","SRD129_P168_N_D42",168,"N","D42","Control","Lachnospiraceae_AC2044_group",0.0175967823026647,"D42_Control",0.175967823026647
"11370","SRD129_P168_N_D7",168,"N","D7","Control","Lachnospiraceae_AC2044_group",0,"D7_Control",0
"11371","SRD129_P169_N_D0",169,"N","D0","Control","Lachnospiraceae_AC2044_group",0,"D0_Control",0
"11372","SRD129_P169_N_D1",169,"N","D1","Control","Lachnospiraceae_AC2044_group",0,"D1_Control",0
"11373","SRD129_P169_N_D10",169,"N","D10","Control","Lachnospiraceae_AC2044_group",0,"D10_Control",0
"11374","SRD129_P169_N_D14",169,"N","D14","Control","Lachnospiraceae_AC2044_group",0,"D14_Control",0
"11375","SRD129_P169_N_D21",169,"N","D21","Control","Lachnospiraceae_AC2044_group",0,"D21_Control",0
"11376","SRD129_P169_N_D28",169,"N","D28","Control","Lachnospiraceae_AC2044_group",0.00100150225338007,"D28_Control",0.0250375563345017
"11377","SRD129_P169_N_D3",169,"N","D3","Control","Lachnospiraceae_AC2044_group",0,"D3_Control",0
"11378","SRD129_P169_N_D36",169,"N","D36","Control","Lachnospiraceae_AC2044_group",0.00300450676014021,"D36_Control",0.0300450676014021
"11379","SRD129_P169_N_D42",169,"N","D42","Control","Lachnospiraceae_AC2044_group",0.00600300150075038,"D42_Control",0.0600300150075037
"11380","SRD129_P169_N_D7",169,"N","D7","Control","Lachnospiraceae_AC2044_group",0,"D7_Control",0
"11381","SRD129_P170_N_D0",170,"N","D0","Control","Lachnospiraceae_AC2044_group",0,"D0_Control",0
"11382","SRD129_P170_N_D1",170,"N","D1","Control","Lachnospiraceae_AC2044_group",0,"D1_Control",0
"11383","SRD129_P170_N_D10",170,"N","D10","Control","Lachnospiraceae_AC2044_group",0,"D10_Control",0
"11384","SRD129_P170_N_D14",170,"N","D14","Control","Lachnospiraceae_AC2044_group",0,"D14_Control",0
"11385","SRD129_P170_N_D21",170,"N","D21","Control","Lachnospiraceae_AC2044_group",0,"D21_Control",0
"11386","SRD129_P170_N_D28",170,"N","D28","Control","Lachnospiraceae_AC2044_group",0.00600600600600601,"D28_Control",0.15015015015015
"11387","SRD129_P170_N_D3",170,"N","D3","Control","Lachnospiraceae_AC2044_group",0,"D3_Control",0
"11388","SRD129_P170_N_D36",170,"N","D36","Control","Lachnospiraceae_AC2044_group",0.00601202404809619,"D36_Control",0.0601202404809619
"11389","SRD129_P170_N_D42",170,"N","D42","Control","Lachnospiraceae_AC2044_group",0.0195586760280843,"D42_Control",0.195586760280843
"11390","SRD129_P170_N_D7",170,"N","D7","Control","Lachnospiraceae_AC2044_group",0,"D7_Control",0
"11391","SRD129_P171_N_D0",171,"N","D0","Control","Lachnospiraceae_AC2044_group",0,"D0_Control",0
"11392","SRD129_P171_N_D1",171,"N","D1","Control","Lachnospiraceae_AC2044_group",0,"D1_Control",0
"11393","SRD129_P171_N_D10",171,"N","D10","Control","Lachnospiraceae_AC2044_group",0,"D10_Control",0
"11394","SRD129_P171_N_D14",171,"N","D14","Control","Lachnospiraceae_AC2044_group",0.000501002004008016,"D14_Control",0.00501002004008016
"11395","SRD129_P171_N_D21",171,"N","D21","Control","Lachnospiraceae_AC2044_group",0.001001001001001,"D21_Control",0.01001001001001
"11396","SRD129_P171_N_D28",171,"N","D28","Control","Lachnospiraceae_AC2044_group",0.00150225338007011,"D28_Control",0.0375563345017526
"11397","SRD129_P171_N_D3",171,"N","D3","Control","Lachnospiraceae_AC2044_group",0.000500250125062531,"D3_Control",0.00500250125062531
"11398","SRD129_P171_N_D36",171,"N","D36","Control","Lachnospiraceae_AC2044_group",0.0100300902708124,"D36_Control",0.100300902708124
"11399","SRD129_P171_N_D42",171,"N","D42","Control","Lachnospiraceae_AC2044_group",0.0130784708249497,"D42_Control",0.130784708249497
"11400","SRD129_P171_N_D7",171,"N","D7","Control","Lachnospiraceae_AC2044_group",0,"D7_Control",0
"11401","SRD129_P132_N_D0",132,"N","D0","BB","Pasteurellaceae_unclassified",5e-04,"D0_BB",0.005
"11402","SRD129_P132_N_D10",132,"N","D10","BB","Pasteurellaceae_unclassified",0.00100050025012506,"D10_BB",0.0100050025012506
"11403","SRD129_P132_N_D14",132,"N","D14","BB","Pasteurellaceae_unclassified",0,"D14_BB",0
"11404","SRD129_P132_N_D21",132,"N","D21","BB","Pasteurellaceae_unclassified",0,"D21_BB",0
"11405","SRD129_P132_N_D28",132,"N","D28","BB","Pasteurellaceae_unclassified",0,"D28_BB",0
"11406","SRD129_P132_N_D3",132,"N","D3","BB","Pasteurellaceae_unclassified",0.000500250125062531,"D3_BB",0.00555833472291701
"11407","SRD129_P132_N_D36",132,"N","D36","BB","Pasteurellaceae_unclassified",0,"D36_BB",0
"11408","SRD129_P132_N_D42",132,"N","D42","BB","Pasteurellaceae_unclassified",0.00301053687907677,"D42_BB",0.0301053687907677
"11409","SRD129_P132_N_D7",132,"N","D7","BB","Pasteurellaceae_unclassified",0.003003003003003,"D7_BB",0.0375375375375375
"11410","SRD129_P133_N_D0",133,"N","D0","BB","Pasteurellaceae_unclassified",0,"D0_BB",0
"11411","SRD129_P133_N_D1",133,"N","D1","BB","Pasteurellaceae_unclassified",0.0005005005005005,"D1_BB",0.00556111667222778
"11412","SRD129_P133_N_D10",133,"N","D10","BB","Pasteurellaceae_unclassified",0.00100300902708124,"D10_BB",0.0100300902708124
"11413","SRD129_P133_N_D14",133,"N","D14","BB","Pasteurellaceae_unclassified",0,"D14_BB",0
"11414","SRD129_P133_N_D21",133,"N","D21","BB","Pasteurellaceae_unclassified",0,"D21_BB",0
"11415","SRD129_P133_N_D28",133,"N","D28","BB","Pasteurellaceae_unclassified",0,"D28_BB",0
"11416","SRD129_P133_N_D3",133,"N","D3","BB","Pasteurellaceae_unclassified",0.004004004004004,"D3_BB",0.0444889333778223
"11417","SRD129_P133_N_D36",133,"N","D36","BB","Pasteurellaceae_unclassified",0,"D36_BB",0
"11418","SRD129_P133_N_D42",133,"N","D42","BB","Pasteurellaceae_unclassified",0.0211480362537764,"D42_BB",0.211480362537764
"11419","SRD129_P134_N_D0",134,"N","D0","BB","Pasteurellaceae_unclassified",0,"D0_BB",0
"11420","SRD129_P134_N_D1",134,"N","D1","BB","Pasteurellaceae_unclassified",0,"D1_BB",0
"11421","SRD129_P134_N_D10",134,"N","D10","BB","Pasteurellaceae_unclassified",0.000500751126690035,"D10_BB",0.00500751126690035
"11422","SRD129_P134_N_D14",134,"N","D14","BB","Pasteurellaceae_unclassified",0.000500751126690035,"D14_BB",0.00500751126690035
"11423","SRD129_P134_N_D21",134,"N","D21","BB","Pasteurellaceae_unclassified",0,"D21_BB",0
"11424","SRD129_P134_N_D28",134,"N","D28","BB","Pasteurellaceae_unclassified",0,"D28_BB",0
"11425","SRD129_P134_N_D3",134,"N","D3","BB","Pasteurellaceae_unclassified",0.00100050025012506,"D3_BB",0.011116669445834
"11426","SRD129_P134_N_D36",134,"N","D36","BB","Pasteurellaceae_unclassified",0,"D36_BB",0
"11427","SRD129_P134_N_D42",134,"N","D42","BB","Pasteurellaceae_unclassified",0.000500250125062531,"D42_BB",0.00500250125062531
"11428","SRD129_P135_N_D0",135,"N","D0","BB","Pasteurellaceae_unclassified",0.00200400801603206,"D0_BB",0.0200400801603206
"11429","SRD129_P135_N_D1",135,"N","D1","BB","Pasteurellaceae_unclassified",0,"D1_BB",0
"11430","SRD129_P135_N_D10",135,"N","D10","BB","Pasteurellaceae_unclassified",0,"D10_BB",0
"11431","SRD129_P135_N_D14",135,"N","D14","BB","Pasteurellaceae_unclassified",0,"D14_BB",0
"11432","SRD129_P135_N_D21",135,"N","D21","BB","Pasteurellaceae_unclassified",0,"D21_BB",0
"11433","SRD129_P135_N_D28",135,"N","D28","BB","Pasteurellaceae_unclassified",0,"D28_BB",0
"11434","SRD129_P135_N_D3",135,"N","D3","BB","Pasteurellaceae_unclassified",0,"D3_BB",0
"11435","SRD129_P135_N_D36",135,"N","D36","BB","Pasteurellaceae_unclassified",0,"D36_BB",0
"11436","SRD129_P135_N_D42",135,"N","D42","BB","Pasteurellaceae_unclassified",0.00100200400801603,"D42_BB",0.0100200400801603
"11437","SRD129_P135_N_D7",135,"N","D7","BB","Pasteurellaceae_unclassified",5e-04,"D7_BB",0.00625
"11438","SRD129_P136_N_D0",136,"N","D0","BB","Pasteurellaceae_unclassified",0,"D0_BB",0
"11439","SRD129_P136_N_D1",136,"N","D1","BB","Pasteurellaceae_unclassified",0.000500250125062531,"D1_BB",0.00555833472291701
"11440","SRD129_P136_N_D10",136,"N","D10","BB","Pasteurellaceae_unclassified",0,"D10_BB",0
"11441","SRD129_P136_N_D14",136,"N","D14","BB","Pasteurellaceae_unclassified",0,"D14_BB",0
"11442","SRD129_P136_N_D21",136,"N","D21","BB","Pasteurellaceae_unclassified",0,"D21_BB",0
"11443","SRD129_P136_N_D28",136,"N","D28","BB","Pasteurellaceae_unclassified",0.000500751126690035,"D28_BB",0.00500751126690035
"11444","SRD129_P136_N_D3",136,"N","D3","BB","Pasteurellaceae_unclassified",0,"D3_BB",0
"11445","SRD129_P136_N_D36",136,"N","D36","BB","Pasteurellaceae_unclassified",0,"D36_BB",0
"11446","SRD129_P136_N_D42",136,"N","D42","BB","Pasteurellaceae_unclassified",0.000501002004008016,"D42_BB",0.00501002004008016
"11447","SRD129_P136_N_D7",136,"N","D7","BB","Pasteurellaceae_unclassified",0.000500751126690035,"D7_BB",0.00625938908362544
"11448","SRD129_P137_N_D0",137,"N","D0","BB","Pasteurellaceae_unclassified",0,"D0_BB",0
"11449","SRD129_P137_N_D1",137,"N","D1","BB","Pasteurellaceae_unclassified",0.000500250125062531,"D1_BB",0.00555833472291701
