"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","newp","Treatment","OTU","comp","Family_Genus"
"Otu0043",48.8085095776029,-0.817954766756815,0.284508924268462,-2.87497050878094,0.00404065237262614,0.0223358283931278,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","2.2e-02","Control","Otu0043","D3_BBvsControl","Coriobacteriaceae Collinsella"
"Otu00461",66.8745936868989,-0.881904352791904,0.33066079463955,-2.66709681670383,0.00765096278861154,0.0354079440682255,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonellaceae_unclassified","3.5e-02","Control","Otu0046","D3_BBvsControl","Veillonellaceae Veillonellaceae_unclassified"
"Otu00492",31.7694273084096,-3.87074200037424,0.436492916590148,-8.8678231725092,7.45896511229223e-19,3.71083514336539e-17,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc","0.0e+00","Control","Otu0049","D3_BBvsControl","Leuconostocaceae Leuconostoc"
"Otu0052",59.7069880521608,-0.940409137663064,0.346946464763636,-2.71053096996891,0.00671755748656885,0.03341984849568,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia","3.3e-02","Control","Otu0052","D3_BBvsControl","Peptostreptococcaceae Romboutsia"
"Otu0053",73.7593375440717,-0.880975693632398,0.191703360507874,-4.59551512972155,4.31681467226373e-06,9.5449568864498e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Mogibacterium","0.0e+00","Control","Otu0053","D3_BBvsControl","Family_XIII Mogibacterium"
"Otu00561",5.37072362228814,-2.34552784018851,0.58319216134233,-4.02187820012845,5.7735912741843e-05,0.000957453886302229,"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Succinivibrionaceae","Succinivibrio","1.0e-03","Control","Otu0056","D3_BBvsControl","Succinivibrionaceae Succinivibrio"
"Otu00632",19.8374485210941,1.28499166105101,0.350088770724547,3.67047380123497,0.000242101284622575,0.00240890778199463,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus","2.0e-03","BB","Otu0063","D3_BBvsControl","Lactobacillaceae Pediococcus"
"Otu00672",51.6465302595114,-3.70435486585647,0.368747701613142,-10.0457707252173,9.58950812346613e-24,1.90831211656976e-21,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella","0.0e+00","Control","Otu0067","D3_BBvsControl","Atopobiaceae Olsenella"
"Otu0070",81.3490014389558,1.01240161950932,0.216323021953797,4.68004565748697,2.86811037615218e-06,7.13442456067855e-05,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_unclassified","0.0e+00","BB","Otu0070","D3_BBvsControl","Prevotellaceae Prevotellaceae_unclassified"
"Otu0081",47.9855695799768,-2.58308642576277,0.363463985596183,-7.10685660238326,1.18715664446817e-12,3.37491674641665e-11,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Succiniclasticum","0.0e+00","Control","Otu0081","D3_BBvsControl","Acidaminococcaceae Succiniclasticum"
"Otu00832",45.4412336247489,-1.52667099712935,0.539623952744204,-2.8291386795668,0.0046673469435319,0.0251027578854824,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","2.5e-02","Control","Otu0083","D3_BBvsControl","Fusobacteriaceae Fusobacterium"
"Otu0088",13.0544197383936,2.13363881976173,0.769220384830445,2.77376791078157,0.0055411193960509,0.0290179673635297,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Pasteurellaceae_unclassified","2.9e-02","BB","Otu0088","D3_BBvsControl","Pasteurellaceae Pasteurellaceae_unclassified"
"Otu00941",20.2115885232991,-3.48251572198016,0.441301692133036,-7.89146242595941,2.98665756321658e-15,9.90574758466833e-14,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Anaerococcus","0.0e+00","Control","Otu0094","D3_BBvsControl","Family_XI Anaerococcus"
"Otu00991",24.8854404129106,1.08698280462866,0.295745065648774,3.67540470115421,0.000237472674102585,0.00240890778199463,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_ge","2.0e-03","BB","Otu0099","D3_BBvsControl","Lachnospiraceae Lachnospiraceae_ge"
"Otu0105",13.3104038462375,2.14148064794331,0.5648649733615,3.79113726099779,0.000149959044910083,0.00194274136234037,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Enterobacteriaceae_unclassified","2.0e-03","BB","Otu0105","D3_BBvsControl","Enterobacteriaceae Enterobacteriaceae_unclassified"
"Otu0108",9.78504664679616,1.9730551246049,0.527270902280995,3.74201405021476,0.000182551306110501,0.00201820610644387,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderiaceae_unclassified","2.0e-03","BB","Otu0108","D3_BBvsControl","Burkholderiaceae Burkholderiaceae_unclassified"
"Otu01161",9.28301206490135,1.22120374475988,0.466024219530016,2.62047269987697,0.00878079602812143,0.0388306313243592,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Intestinibacter","3.9e-02","BB","Otu0116","D3_BBvsControl","Peptostreptococcaceae Intestinibacter"
"Otu0122",19.843604194526,-1.37611946932421,0.390629774834522,-3.52282277997668,0.000426976763746233,0.00364624893353464,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Catenisphaera","4.0e-03","Control","Otu0122","D3_BBvsControl","Erysipelotrichaceae Catenisphaera"
"Otu01332",23.9048893727004,-6.9106756905072,0.693328742589817,-9.96738670416791,2.11726358023083e-23,2.10667726232968e-21,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister","0.0e+00","Control","Otu0133","D3_BBvsControl","Veillonellaceae Dialister"
"Otu0136",23.0945210275819,-1.14892740512763,0.351690221890878,-3.26687332661786,0.00108742325564801,0.00721324092913183,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_5","7.0e-03","Control","Otu0136","D3_BBvsControl","Ruminococcaceae Ruminiclostridium_5"
"Otu0162",11.9305048319033,-1.01915812055094,0.393875549784971,-2.58751303833744,0.00966715370190383,0.041820947536497,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Negativibacillus","4.2e-02","Control","Otu0162","D3_BBvsControl","Ruminococcaceae Negativibacillus"
"Otu01701",12.3091369801717,-1.49387045426063,0.549219520482405,-2.71998790747367,0.00652843037008328,0.0333117344524762,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelotrichaceae_unclassified","3.3e-02","Control","Otu0170","D3_BBvsControl","Erysipelotrichaceae Erysipelotrichaceae_unclassified"
"Otu01711",3.73386710294872,-3.52469864646358,0.781442723543829,-4.51050158926445,6.46745168071938e-06,0.000128702288446316,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","0.0e+00","Control","Otu0171","D3_BBvsControl","Bacteria_unclassified Bacteria_unclassified"
"Otu0181",8.60944865135942,-1.18857373180534,0.448457883484212,-2.65035753763749,0.00804066296891683,0.0363657257003284,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Peptococcus","3.6e-02","Control","Otu0181","D3_BBvsControl","Peptococcaceae Peptococcus"
"Otu0182",11.1002223862563,-1.41594987752127,0.375039725140112,-3.77546639090642,0.000159708558304365,0.00194274136234037,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Marvinbryantia","2.0e-03","Control","Otu0182","D3_BBvsControl","Lachnospiraceae Marvinbryantia"
"Otu0203",1.12151912769122,2.7186252976192,1.00673133643383,2.70044767579149,0.00692462284258161,0.0336097547725303,"Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","3.4e-02","BB","Otu0203","D3_BBvsControl","Sphingobacteriaceae Sphingobacterium"
"Otu02111",5.63954557690998,-1.6603868460851,0.540300009876937,-3.07308313109837,0.00211859460109551,0.0127757674429699,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Fournierella","1.3e-02","Control","Otu0211","D3_BBvsControl","Ruminococcaceae Fournierella"
"Otu0215",6.22080790642351,-1.66860494350373,0.659035068847649,-2.53189097572812,0.0113449259754885,0.0480348993430259,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Atopobiaceae_ge","4.8e-02","Control","Otu0215","D3_BBvsControl","Atopobiaceae Atopobiaceae_ge"
"Otu02262",6.12517237329396,2.60070034597513,0.771685543235508,3.37015558833844,0.000751257526329006,0.00533929456212401,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Schwartzia","5.0e-03","BB","Otu0226","D3_BBvsControl","Veillonellaceae Schwartzia"
"Otu02852",9.52847489576457,2.9890943759529,0.866840458635834,3.44826357165759,0.000564203176149891,0.00429357462195091,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","4.0e-03","BB","Otu0285","D3_BBvsControl","Pseudomonadaceae Pseudomonas"
"Otu03781",2.32764697804275,-3.46794343340183,0.913778646371207,-3.79516795142205,0.000147543542447315,0.00194274136234037,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Peptoniphilus","2.0e-03","Control","Otu0378","D3_BBvsControl","Family_XI Peptoniphilus"
"Otu0409",1.42328993977679,4.19477473234605,1.39832330597423,2.99986041455806,0.00270103356538236,0.0153573051288883,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","1.5e-02","BB","Otu0409","D3_BBvsControl","Xanthomonadaceae Stenotrophomonas"
"Otu0476",1.9580142362388,-4.05269198061871,1.13060009966315,-3.58454946344527,0.000337660570736,0.00305429334438473,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus_2","3.0e-03","Control","Otu0476","D3_BBvsControl","Lachnospiraceae Coprococcus_2"
"Otu0664",0.838779811879658,3.45948705775923,1.05335912797474,3.28424272964785,0.00102256811100999,0.00701693289968923,"Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","7.0e-03","BB","Otu0664","D3_BBvsControl","Bifidobacteriaceae Bifidobacterium"
"Otu00031",4217.97981943955,1.60319009661656,0.500676665049937,3.20204676696219,0.00136454842718997,0.00659531739808485,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","7.0e-03","BB","Otu0003","D7_BBvsControl","Streptococcaceae Streptococcus"
"Otu00122",195.552082953224,-1.71968609900857,0.701690442948451,-2.45077600285187,0.0142548630348094,0.044781970751901,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","4.5e-02","Control","Otu0012","D7_BBvsControl","Weeksellaceae Chryseobacterium"
"Otu00132",94.9247164832213,0.557304784329853,0.219125012661553,2.54331889162572,0.0109804964269676,0.0374628701625952,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","3.7e-02","BB","Otu0013","D7_BBvsControl","Lactobacillaceae Lactobacillus"
"Otu00171",133.927188074442,-0.482724512078383,0.197473356429873,-2.44450451851113,0.0145051263805142,0.044781970751901,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_1","4.5e-02","Control","Otu0017","D7_BBvsControl","Clostridiaceae_1 Clostridium_sensu_stricto_1"
"Otu00181",59.8234371006186,0.522617423621738,0.177978530925808,2.93640710990921,0.00332038246527498,0.0140913792428743,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Phascolarctobacterium","1.4e-02","BB","Otu0018","D7_BBvsControl","Acidaminococcaceae Phascolarctobacterium"
"Otu0019",60.3290032609914,0.889566198335102,0.245077055163387,3.62974084922821,0.00028370590789105,0.00159241380558202,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megasphaera","2.0e-03","BB","Otu0019","D7_BBvsControl","Veillonellaceae Megasphaera"
"Otu0022",68.4710903015073,-0.858791453358502,0.260068152396077,-3.30217846916752,0.000959370076480725,0.00483136679855248,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella","5.0e-03","Control","Otu0022","D7_BBvsControl","Leuconostocaceae Weissella"
"Otu00242",108.107909450375,-0.869523672481314,0.214138376729692,-4.06056908509639,4.89532490944936e-05,0.000387175697383722,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Terrisporobacter","0.0e+00","Control","Otu0024","D7_BBvsControl","Peptostreptococcaceae Terrisporobacter"
"Otu00301",84.8714365932123,-0.793484543584948,0.19605054043904,-4.04734688212541,5.18014460544546e-05,0.000391889200585874,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","0.0e+00","Control","Otu0030","D7_BBvsControl","Lachnospiraceae Blautia"
"Otu00311",39.3167286278604,-4.19931471963621,0.707907663375128,-5.93200912618309,2.9924998643703e-09,6.5086872050054e-08,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","0.0e+00","Control","Otu0031","D7_BBvsControl","Moraxellaceae Acinetobacter"
"Otu00321",138.886100870072,-1.96605989918437,0.382477573347391,-5.14032726671445,2.74260352558853e-07,3.97677511210336e-06,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","0.0e+00","Control","Otu0032","D7_BBvsControl","Streptococcaceae Lactococcus"
"Otu0033",40.6066374292282,-1.48680525196292,0.306072364657607,-4.85769191748546,1.18762005364741e-06,1.58958376411269e-05,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Turicibacter","0.0e+00","Control","Otu0033","D7_BBvsControl","Erysipelotrichaceae Turicibacter"
"Otu00342",398.057962312051,12.2569070388467,0.956679401155586,12.8119274064451,1.40598277780769e-37,2.44641003338538e-35,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Bordetella","0.0e+00","BB","Otu0034","D7_BBvsControl","Burkholderiaceae Bordetella"
"Otu00352",60.1730593982142,1.13006596801051,0.455925066609063,2.47862214818624,0.0131890942788444,0.044132738548441,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Bergeyella","4.4e-02","BB","Otu0035","D7_BBvsControl","Weeksellaceae Bergeyella"
"Otu00362",63.4198412077532,3.04320785448656,0.701587005080889,4.33760578865866,1.44043209162075e-05,0.000147432461142359,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia-Shigella","0.0e+00","BB","Otu0036","D7_BBvsControl","Enterobacteriaceae Escherichia-Shigella"
"Otu00382",114.813451850902,3.13260352200633,0.291410175010552,10.7498083136352,5.93848998778056e-27,5.16648628936909e-25,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","uncultured","0.0e+00","BB","Otu0038","D7_BBvsControl","Veillonellaceae uncultured"
"Otu0041",36.0151700232803,0.713735379711412,0.224199761318061,3.18347965901209,0.00145516337064553,0.00684320071600871,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","uncultured","7.0e-03","BB","Otu0041","D7_BBvsControl","Prevotellaceae uncultured"
"Otu00422",35.656825015848,1.30387290845245,0.225273381838869,5.78795815914492,7.12471515041706e-09,1.37744492908063e-07,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Agathobacter","0.0e+00","BB","Otu0042","D7_BBvsControl","Lachnospiraceae Agathobacter"
"Otu00431",39.3080871729882,-0.99687365454599,0.254780197843735,-3.91268105992054,9.12770535576232e-05,0.00056722168996523,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","1.0e-03","Control","Otu0043","D7_BBvsControl","Coriobacteriaceae Collinsella"
"Otu00471",2.76396757211113,2.21493681147471,0.67148631264409,3.29855839168639,0.000971826654881246,0.00483136679855248,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1","5.0e-03","BB","Otu0047","D7_BBvsControl","Corynebacteriaceae Corynebacterium_1"
"Otu0048",9.28529176827106,0.952382804246086,0.38574167120784,2.46896530847697,0.0135504354398532,0.0444863352176313,"Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema_2","4.4e-02","BB","Otu0048","D7_BBvsControl","Spirochaetaceae Treponema_2"
"Otu00493",18.4452890379765,-3.65733676396106,0.564095959256495,-6.48353654009789,8.95971657280531e-11,2.22712954809732e-09,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc","0.0e+00","Control","Otu0049","D7_BBvsControl","Leuconostocaceae Leuconostoc"
"Otu00511",42.8134842567002,1.70039745789391,0.255218996257698,6.66250350807349,2.69201890993795e-11,7.80685483882006e-10,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","0.0e+00","BB","Otu0051","D7_BBvsControl","Prevotellaceae Alloprevotella"
"Otu00521",25.151003616938,-1.62522357878101,0.312059220979462,-5.20806138552777,1.90823801195859e-07,3.01848558255267e-06,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia","0.0e+00","Control","Otu0052","D7_BBvsControl","Peptostreptococcaceae Romboutsia"
"Otu00531",46.0727089565619,-0.706775753804772,0.17047845645342,-4.14583618662624,3.38575829907081e-05,0.00029456097201916,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Mogibacterium","0.0e+00","Control","Otu0053","D7_BBvsControl","Family_XIII Mogibacterium"
"Otu0054",8.30998856549025,2.63389833616711,0.387408185354086,6.79876790357376,1.05517648258615e-11,3.67201415939979e-10,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Anaerovibrio","0.0e+00","BB","Otu0054","D7_BBvsControl","Veillonellaceae Anaerovibrio"
"Otu00562",2.33459069650257,-3.74873802307507,0.844180689301082,-4.44068203713442,8.96742109902385e-06,9.75207044518844e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Succinivibrionaceae","Succinivibrio","0.0e+00","Control","Otu0056","D7_BBvsControl","Succinivibrionaceae Succinivibrio"
"Otu0057",14.6303053072165,-1.29865241177861,0.461373184536159,-2.81475485638422,0.00488144547957565,0.0196478433213283,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","2.0e-02","Control","Otu0057","D7_BBvsControl","Enterococcaceae Enterococcus"
"Otu0065",44.7583862562823,-0.572208805966833,0.197807662098524,-2.89275349547293,0.00381880880056481,0.0158207793166256,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Subdoligranulum","1.6e-02","Control","Otu0065","D7_BBvsControl","Ruminococcaceae Subdoligranulum"
